python_based_indices,frequency,percentage,mapping
1354,2163,82.6518914787925,386
1379,2415,92.281238058846,397
1399,1872,71.5322888803974,415
1464,1654,63.20213985479557,480
1731,2356,90.0267481849446,674
1738,1454,55.55980129919755,681
1811,2116,80.85594191822697,754
1854,2130,81.39090561711883,796
2246,768,29.34658005349637,1084
2397,608,23.23270920901796,1233
2671,1538,58.76958349254872,1477
2855,414,15.819640810087886,1552
3054,959,36.64501337409247,1712
3057,181,6.916316392816202,1715
3870,902,34.46694688574704,2281
4206,1784,68.16965991593428,2614
4377,1074,41.03935804356133,2739
4454,842,32.17424531906764,2791
5170,300,11.463507833397019,3382
5331,639,24.417271685135653,3441
5659,954,36.45395491020252,3764
6140,784,29.957967137944213,4243
6523,877,33.51165456629729,4624
6836,1318,50.36301108139091,4933
7291,1380,52.73213603362629,5347
7933,540,20.634314100114636,5722
8023,864,33.014902560183415,5809
8059,1041,39.778372181887654,5845
8436,888,33.93198318685518,6209
8815,990,37.82957585021016,6561
9278,1322,50.51585785250287,7003
9281,902,34.46694688574704,7006
9796,934,35.68972105464272,7369
10581,2105,80.4356132976691,7915
10834,1534,58.61673672143676,8149
11137,2257,86.24379059992357,8432
11148,1477,56.43867023309133,8443
11531,1374,52.502865876958346,8719
11616,684,26.136797860145204,8779
11698,336,12.839128773404662,8856
12117,175,6.687046236148261,9224
13255,115,4.3943446694688575,9593
2557,162,6.19029423003439,1363
3253,104,3.9740160489109666,1812
3274,321,12.26595338173481,1833
3502,6,0.2292701566679404,2042
4103,407,15.552158960641956,2514
4164,487,18.60909438288116,2572
4288,431,16.46923958731372,2691
4399,807,30.836836071837983,2754
4642,400,15.284677111196025,2893
5372,572,21.857088269010315,3482
5502,580,22.162781811234236,3607
5579,452,17.27168513565151,3684
5764,19,0.7260221627818112,3868
6094,515,19.679021780664883,4198
6155,915,34.96369889186091,4258
6547,1473,56.28582346197937,4648
6559,542,20.710737485670617,4659
6677,1457,55.67443637753153,4774
7131,93,3.553687428353076,5196
7473,263,10.049675200611388,5529
8229,1106,42.26213221245701,6013
8590,494,18.876576232327093,6336
8599,275,10.508215513947269,6345
9309,493,18.8383645395491,7034
9558,116,4.432556362246848,7185
9867,1065,40.695452808559416,7414
9938,294,11.234237676729078,7459
10245,1066,40.73366450133741,7639
11921,93,3.553687428353076,9034
12112,115,4.3943446694688575,9219
1824,82,3.1333588077951853,766
2283,69,2.6366068016813147,1120
3321,520,19.870080244554835,1879
4583,105,4.012227741688957,2855
5023,349,13.335880779518533,3244
5884,731,27.932747420710736,3988
6007,606,23.156285823461978,4111
8220,718,27.435995414596867,6004
