python_based_indices,frequency,percentage,mapping
408,98,3.7447458922430266,9
1375,2414,92.24302636606802,393
1530,2590,98.96828429499426,514
1567,2110,80.62667176155904,538
1727,1388,53.03782957585021,670
1734,1447,55.29231944975162,677
1810,2512,95.98777225831104,753
1826,2472,94.45930454719144,768
1843,1326,50.66870462361483,785
1850,2007,76.69086740542606,792
1871,1374,52.502865876958346,813
2271,1355,51.776843714176536,1108
2396,384,14.673290026748186,1232
2661,891,34.046618265189146,1467
2664,1319,50.40122277416889,1470
2851,62,2.369124952235384,1548
3053,199,7.604126862820023,1711
3859,409,15.628582346197936,2270
4103,2086,79.70959113488728,2514
4159,543,20.748949178448605,2567
4207,537,20.519679021780664,2615
4478,814,31.10431792128391,2813
4892,827,31.601069927397784,3117
4933,729,27.856324035154756,3158
5013,753,28.77340466182652,3234
5163,1361,52.00611387084448,3375
5327,423,16.1635460450898,3437
5658,1563,59.72487581199847,3763
5772,39,1.4902560183416125,3876
6136,775,29.6140619029423,4239
6495,869,33.20596102407337,4596
6519,876,33.473442873519296,4620
6832,1377,52.61750095529232,4929
7269,885,33.81734810852121,5325
8124,688,26.289644631257165,5909
8257,2508,95.83492548719909,6040
8712,916,35.0019105846389,6458
8811,944,36.07183798242262,6557
9059,873,33.35880779518533,6803
9087,1181,45.128009170806266,6831
9093,834,31.868551776843713,6837
9356,1365,52.15896064195644,7044
9973,883,33.740924722965225,7473
10133,876,33.473442873519296,7547
10409,1446,55.25410775697363,7788
10436,29,1.108139090561712,7814
10768,186,7.107374856706152,8088
10830,1497,57.202904088651124,8145
11144,1467,56.056553305311425,8439
11287,992,37.905999235766146,8541
11612,642,24.53190676346962,8775
11694,733,28.009170806266717,8852
12106,1383,52.84677111196026,9213
12113,260,9.935040122277417,9220
1829,129,4.929308368360719,771
2279,552,21.092854413450517,1116
2393,104,3.9740160489109666,1229
2556,354,13.526939243408483,1362
2842,9,0.34390523500191056,1545
3249,83,3.1715705005731754,1808
3406,527,20.137562094000764,1961
4099,416,15.896064195643866,2510
4160,493,18.8383645395491,2568
4192,297,11.348872755063049,2600
4643,456,17.42453190676347,2894
5512,15,0.573175391669851,3617
5552,607,23.19449751623997,3657
5563,312,11.9220481467329,3668
5663,582,22.239205196790216,3768
5760,20,0.7642338555598013,3864
5948,454,17.34810852120749,4052
6240,518,19.793656858998855,4343
6512,4,0.15284677111196027,4613
6555,525,20.061138708444783,4655
6654,495,18.91478792510508,4751
6657,351,13.412304165074513,4754
7469,258,9.858616736721437,5525
8367,889,33.97019487963317,6147
8586,470,17.95949560565533,6332
8826,441,16.85135651509362,6572
8892,1133,43.29384791746274,6638
9228,31,1.184562476117692,6968
9934,161,6.1520825372564,7455
9989,511,19.526175009552922,7481
10390,1274,48.681696599159345,7773
10518,472,18.03591899121131,7865
11081,86,3.2862055789071456,8376
11152,677,25.869316010699276,8447
11208,512,19.564386702330914,8500
11514,527,20.137562094000764,8702
1410,294,11.234237676729078,426
2055,59,2.254489873901414,984
2658,86,3.2862055789071456,1464
2961,57,2.1780664883454337,1634
3273,47,1.7959495605655331,1832
3498,187,7.145586549484142,2038
3937,67,2.5601834161253345,2348
4153,122,4.661826518914788,2562
4638,76,2.904088651127245,2889
4702,191,7.298433320596103,2938
5019,313,11.96025983951089,3240
6003,604,23.079862437905998,4107
8216,679,25.945739396255256,6000
9856,352,13.450515857852503,7403
9931,308,11.76920137562094,7452
1954,16,0.6113870844478411,893
3061,246,9.400076423385556,1719
4243,10,0.38211692777990064,2651
4579,113,4.317921283912877,2851
5560,114,4.356132976690867,3665
6475,199,7.604126862820023,4577
9877,350,13.374092472296523,7424
9937,40,1.5284677111196026,7458
10570,40,1.5284677111196026,7904
2989,3,0.1146350783339702,1662
3710,5,0.19105846388995032,2124
5072,251,9.591134887275507,3293
5885,30,1.146350783339702,3989
8377,82,3.1333588077951853,6155
4013,3,0.1146350783339702,2424
6536,85,3.2479938861291555,4637
409,25,0.9552923194497516,10
942,573,21.895299961788307,78
